15:25:31.807838 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 523416:523612, ack 253, win 501, length 196
15:25:31.867296 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 611992:612188, ack 325, win 501, length 196
15:25:31.867334 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 612188:612384, ack 325, win 501, length 196
15:25:31.867369 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 612384:612580, ack 325, win 501, length 196
15:25:31.867407 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 612580:612776, ack 325, win 501, length 196
15:25:31.867446 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 612776:612972, ack 325, win 501, length 196
15:25:31.867480 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 612972:613168, ack 325, win 501, length 196
15:25:31.867518 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 613168:613364, ack 325, win 501, length 196
15:25:31.867553 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 613364:613560, ack 325, win 501, length 196
15:25:31.867590 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 613560:613756, ack 325, win 501, length 196
15:25:31.867625 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 613756:613952, ack 325, win 501, length 196
15:25:31.867663 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 613952:614148, ack 325, win 501, length 196
15:25:31.867697 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 614148:614344, ack 325, win 501, length 196
15:25:31.867735 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 614344:614540, ack 325, win 501, length 196
15:25:31.867769 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 614540:614736, ack 325, win 501, length 196
15:25:31.867806 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 614736:614932, ack 325, win 501, length 196
15:25:31.867841 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 614932:615128, ack 325, win 501, length 196
15:25:31.867877 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 615128:615324, ack 325, win 501, length 196
15:25:31.867915 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 615324:615520, ack 325, win 501, length 196
15:25:31.867952 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 615520:615716, ack 325, win 501, length 196
15:25:31.867988 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 615716:615912, ack 325, win 501, length 196
15:25:31.868025 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 615912:616108, ack 325, win 501, length 196
15:25:31.868061 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 616108:616304, ack 325, win 501, length 196
15:25:31.868098 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 616304:616500, ack 325, win 501, length 196
15:25:31.868133 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 616500:616696, ack 325, win 501, length 196
15:25:31.868171 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 616696:616892, ack 325, win 501, length 196
15:25:31.868205 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 616892:617088, ack 325, win 501, length 196
15:25:31.868241 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 617088:617284, ack 325, win 501, length 196
15:25:31.868279 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 617284:617480, ack 325, win 501, length 196
15:25:31.868315 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 617480:617676, ack 325, win 501, length 196
15:25:31.868351 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 617676:617872, ack 325, win 501, length 196
15:25:31.868388 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 617872:618068, ack 325, win 501, length 196
15:25:31.868423 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 618068:618264, ack 325, win 501, length 196
15:25:31.868461 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 618264:618460, ack 325, win 501, length 196
15:25:31.868496 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 618460:618656, ack 325, win 501, length 196
15:25:31.868533 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 618656:618852, ack 325, win 501, length 196
15:25:31.868569 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 618852:619048, ack 325, win 501, length 196
15:25:31.868617 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 619048:619244, ack 325, win 501, length 196
15:25:31.868652 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 619244:619440, ack 325, win 501, length 196
15:25:31.868688 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 619440:619636, ack 325, win 501, length 196
15:25:31.868724 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 619636:619832, ack 325, win 501, length 196
15:25:31.868762 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 619832:620028, ack 325, win 501, length 196
15:25:31.868797 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 620028:620224, ack 325, win 501, length 196
15:25:31.868834 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 620224:620420, ack 325, win 501, length 196
15:25:31.868869 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 620420:620616, ack 325, win 501, length 196
15:25:31.868907 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 620616:620812, ack 325, win 501, length 196
15:25:31.868942 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 620812:621008, ack 325, win 501, length 196
15:25:31.868977 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 621008:621204, ack 325, win 501, length 196
15:25:31.869014 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 621204:621400, ack 325, win 501, length 196
15:25:31.869050 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 621400:621596, ack 325, win 501, length 196
15:25:31.869088 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 621596:621792, ack 325, win 501, length 196
15:25:31.869123 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 621792:621988, ack 325, win 501, length 196
15:25:31.869159 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 621988:622184, ack 325, win 501, length 196
15:25:31.869196 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 622184:622380, ack 325, win 501, length 196
15:25:31.869241 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 622380:622576, ack 325, win 501, length 196
15:25:31.869275 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 622576:622772, ack 325, win 501, length 196
15:25:31.869310 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 622772:622968, ack 325, win 501, length 196
15:25:31.869348 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 622968:623164, ack 325, win 501, length 196
15:25:31.869384 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 623164:623360, ack 325, win 501, length 196
15:25:31.869421 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 623360:623556, ack 325, win 501, length 196
15:25:31.869455 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 623556:623752, ack 325, win 501, length 196
15:25:31.869493 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 623752:623948, ack 325, win 501, length 196
15:25:31.869529 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 623948:624144, ack 325, win 501, length 196
15:25:31.869564 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 624144:624340, ack 325, win 501, length 196
15:25:31.869602 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 624340:624536, ack 325, win 501, length 196
15:25:31.869647 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 624536:624732, ack 325, win 501, length 196
15:25:31.869683 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 624732:624928, ack 325, win 501, length 196
15:25:31.869718 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 624928:625124, ack 325, win 501, length 196
15:25:31.869753 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 625124:625320, ack 325, win 501, length 196
15:25:31.869799 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 625320:625516, ack 325, win 501, length 196
15:25:31.869836 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 625516:625712, ack 325, win 501, length 196
15:25:31.869874 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 625712:625908, ack 325, win 501, length 196
15:25:31.869911 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 625908:626104, ack 325, win 501, length 196
15:25:31.869947 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 626104:626300, ack 325, win 501, length 196
15:25:31.869983 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 626300:626496, ack 325, win 501, length 196
15:25:31.870019 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 626496:626692, ack 325, win 501, length 196
15:25:31.870054 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 626692:626888, ack 325, win 501, length 196
15:25:31.870091 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 626888:627084, ack 325, win 501, length 196
15:25:31.870128 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 627084:627280, ack 325, win 501, length 196
15:25:31.870164 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 627280:627476, ack 325, win 501, length 196
15:25:31.870200 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 627476:627672, ack 325, win 501, length 196
15:25:31.870239 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 627672:627868, ack 325, win 501, length 196
15:25:31.870275 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 627868:628064, ack 325, win 501, length 196
15:25:31.870309 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 628064:628260, ack 325, win 501, length 196
15:25:31.870347 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 628260:628456, ack 325, win 501, length 196
15:25:31.870386 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 628456:628652, ack 325, win 501, length 196
15:25:31.870421 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 628652:628848, ack 325, win 501, length 196
15:25:31.870460 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 628848:629044, ack 325, win 501, length 196
15:25:31.870496 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 629044:629240, ack 325, win 501, length 196
15:25:31.870533 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 629240:629436, ack 325, win 501, length 196
15:25:31.870569 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 629436:629632, ack 325, win 501, length 196
15:25:31.870606 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 629632:629828, ack 325, win 501, length 196
15:25:31.870643 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 629828:630024, ack 325, win 501, length 196
15:25:31.870705 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 630024:630220, ack 325, win 501, length 196
15:25:31.870757 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 630220:630416, ack 325, win 501, length 196
15:25:31.870795 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 630416:630612, ack 325, win 501, length 196
15:25:31.870831 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 630612:630808, ack 325, win 501, length 196
15:25:31.870867 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 630808:631004, ack 325, win 501, length 196
15:25:31.870904 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 631004:631200, ack 325, win 501, length 196
15:25:31.870940 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 631200:631396, ack 325, win 501, length 196
15:25:31.870979 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 631396:631592, ack 325, win 501, length 196
15:25:31.871015 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 631592:631788, ack 325, win 501, length 196
15:25:31.871051 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 631788:631984, ack 325, win 501, length 196
15:25:31.871090 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 631984:632180, ack 325, win 501, length 196
15:25:31.871126 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 632180:632376, ack 325, win 501, length 196
15:25:31.871163 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 632376:632572, ack 325, win 501, length 196
15:25:31.871200 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 632572:632768, ack 325, win 501, length 196
15:25:31.871235 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 632768:632964, ack 325, win 501, length 196
15:25:31.871272 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 632964:633160, ack 325, win 501, length 196
15:25:31.871308 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 633160:633356, ack 325, win 501, length 196
15:25:31.871345 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 633356:633552, ack 325, win 501, length 196
15:25:31.871379 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 633552:633748, ack 325, win 501, length 196
15:25:31.871427 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 633748:633944, ack 325, win 501, length 196
15:25:31.871464 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 633944:634140, ack 325, win 501, length 196
15:25:31.871501 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 634140:634336, ack 325, win 501, length 196
15:25:31.871537 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 634336:634532, ack 325, win 501, length 196
15:25:31.871572 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 634532:634728, ack 325, win 501, length 196
15:25:31.871609 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 634728:634924, ack 325, win 501, length 196
15:25:31.871643 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 634924:635120, ack 325, win 501, length 196
15:25:31.871680 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 635120:635316, ack 325, win 501, length 196
15:25:31.871714 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 635316:635512, ack 325, win 501, length 196
15:25:31.871751 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 635512:635708, ack 325, win 501, length 196
15:25:31.871786 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 635708:635904, ack 325, win 501, length 196
15:25:31.871823 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 635904:636100, ack 325, win 501, length 196
15:25:31.871857 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 636100:636296, ack 325, win 501, length 196
15:25:31.871895 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 636296:636492, ack 325, win 501, length 196
15:25:31.871930 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 636492:636688, ack 325, win 501, length 196
15:25:31.871983 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 636688:636884, ack 325, win 501, length 196
15:25:31.872021 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 636884:637080, ack 325, win 501, length 196
15:25:31.872056 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 637080:637276, ack 325, win 501, length 196
15:25:31.872091 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 637276:637472, ack 325, win 501, length 196
15:25:31.872129 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 637472:637668, ack 325, win 501, length 196
15:25:31.872163 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 637668:637864, ack 325, win 501, length 196
15:25:31.872199 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 637864:638060, ack 325, win 501, length 196
15:25:31.872236 IP Comp3134.ssh > cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054: Flags [P.], seq 638060:638256, ack 325, win 501, length 196
15:25:31.872743 IP cpe1033bf982cdf-cm1033bf982cdd.cpe.net.cable.rogers.com.65054 > Comp3134.ssh: Flags [.], ack 571024, win 16504, length 0
